storm_name,latitude,longitude,wind_speed,distance_to_land,nature,Impactful,year
ALBERTO,10.8,-18,25,221,TS,No,2000
ALBERTO,11.5,-20.1,30,373,TS,No,2000
ALBERTO,12,-22.3,35,599,TS,No,2000
ALBERTO,12.3,-23.8,35,732,TS,No,2000
ALBERTO,12.7,-25.2,40,861,TS,No,2000
ALBERTO,13.2,-26.7,40,1007,TS,No,2000
ALBERTO,13.7,-28.2,45,1159,TS,No,2000
ALBERTO,14.1,-29.8,45,1326,TS,No,2000
ALBERTO,14.5,-33.2,65,1689,TS,No,2000
ALBERTO,14.5,-31.4,55,1496,TS,No,2000
ALBERTO,14.6,-34.4,65,1818,TS,No,2000
ALBERTO,14.7,-35.4,70,1925,TS,No,2000
ALBERTO,15.2,-36.6,75,2020,TS,No,2000
ALBERTO,15.7,-38.1,75,1927,TS,No,2000
ALBERTO,16,-39.6,80,1831,TS,No,2000
ALBERTO,16.2,-41,80,1744,TS,No,2000
ALBERTO,16.5,-42.2,80,1689,TS,No,2000
ALBERTO,16.7,-43.6,75,1619,TS,No,2000
ALBERTO,17,-44.9,70,1565,TS,No,2000
ALBERTO,17.7,-45.7,70,1588,TS,No,2000
ALBERTO,18.6,-46.5,65,1638,TS,No,2000
ALBERTO,19.6,-47.2,60,1710,TS,No,2000
ALBERTO,20,-85,25,202,TS,No,2006
ALBERTO,20.6,-48.5,60,1736,TS,No,2000
ALBERTO,21,-85.3,30,103,TS,No,2006
ALBERTO,21.5,-85.6,30,76,TS,No,1994
ALBERTO,21.6,-85.2,30,39,TS,No,1994
ALBERTO,21.6,-84.3,25,30,TS,No,1994
ALBERTO,21.7,-83.6,25,46,TS,No,1994
ALBERTO,21.9,-85.7,30,72,TS,No,2006
ALBERTO,21.9,-49.9,55,1683,TS,No,2000
ALBERTO,22,-86.1,30,106,TS,No,1994
ALBERTO,22.5,-86.4,30,127,TS,No,1994
ALBERTO,22.5,-86.3,35,133,TS,No,2006
ALBERTO,23,-86.7,30,170,TS,No,1994
ALBERTO,23.1,-87.1,35,178,TS,No,2006
ALBERTO,23.4,-51.3,60,1585,TS,No,2000
ALBERTO,23.6,-87.8,40,234,TS,No,2006
ALBERTO,23.7,-87.1,35,245,TS,No,1994
ALBERTO,24.3,-87.8,40,312,TS,No,2006
ALBERTO,24.4,-87.5,35,324,TS,No,1994
ALBERTO,24.8,-52.6,65,1521,TS,No,2000
ALBERTO,25,-87.8,40,391,TS,No,2006
ALBERTO,25.5,-87.5,40,421,TS,No,1994
ALBERTO,25.8,-87.4,45,394,TS,No,2006
ALBERTO,26.1,-54,65,1470,TS,No,2000
ALBERTO,26.5,-86.9,45,353,TS,No,1994
ALBERTO,26.8,-86.3,60,335,TS,No,2006
ALBERTO,27.5,-85.4,60,245,TS,No,2006
ALBERTO,27.5,-55.3,65,1463,TS,No,2000
ALBERTO,27.7,-86.8,45,261,TS,No,1994
ALBERTO,28,-85,60,189,TS,No,2006
ALBERTO,28.8,-86.8,50,168,TS,No,1994
ALBERTO,28.8,-84.4,55,111,TS,No,2006
ALBERTO,28.8,-56.7,65,1472,TS,No,2000
ALBERTO,29.5,-84.1,45,48,TS,No,2006
ALBERTO,29.9,-86.7,55,55,TS,Yes,1994
ALBERTO,29.9,-57.7,70,1513,TS,No,2000
ALBERTO,30.3,-83.5,35,0,TS,No,2006
ALBERTO,30.4,-79.8,35,156,TS,No,2012
ALBERTO,30.4,-79.1,35,220,TS,No,2012
ALBERTO,30.5,-78.3,35,284,TS,No,2012
ALBERTO,30.7,-86.3,45,0,TS,No,1994
ALBERTO,30.7,-80.1,35,124,TS,No,2012
ALBERTO,30.7,-77.1,35,335,TS,No,2012
ALBERTO,31.1,-79.9,40,130,TS,No,2012
ALBERTO,31.1,-58.4,75,1507,TS,No,2000
ALBERTO,31.2,-86.1,25,0,TS,No,1994
ALBERTO,31.3,-82.8,35,0,TS,No,2006
ALBERTO,31.5,-79.5,40,131,TS,No,2012
ALBERTO,31.5,-76.1,35,321,TS,No,2012
ALBERTO,31.7,-85.9,20,0,TS,No,1994
ALBERTO,31.9,-78.7,45,139,TS,No,2012
ALBERTO,32,-77.5,20,207,TS,No,1988
ALBERTO,32.1,-78.1,50,157,TS,No,2012
ALBERTO,32.2,-58.6,80,1387,TS,No,2000
ALBERTO,32.3,-85.5,20,0,TS,No,1994
ALBERTO,32.3,-77.6,45,179,TS,No,2012
ALBERTO,32.5,-77.3,40,169,TS,No,2012
ALBERTO,32.5,-74.7,30,296,DS,No,2012
ALBERTO,32.7,-86.6,10,0,TS,No,1994
ALBERTO,32.7,-86.3,10,0,TS,No,1994
ALBERTO,32.7,-85.2,20,0,TS,No,1994
ALBERTO,32.8,-86.8,10,0,TS,No,1994
ALBERTO,32.8,-85.4,15,0,TS,No,1994
ALBERTO,32.8,-81.9,30,0,TS,No,2006
ALBERTO,32.8,-77.1,30,148,TS,No,2012
ALBERTO,32.8,-76.2,20,207,TS,No,1988
ALBERTO,33,-87,10,0,TS,No,1994
ALBERTO,33,-85,20,0,TS,No,1994
ALBERTO,33,-45.8,50,1637,TS,No,2000
ALBERTO,33,-44.9,50,1668,TS,No,2000
ALBERTO,33,-44.2,45,1693,TS,No,2000
ALBERTO,33.1,-84.8,15,0,TS,No,1994
ALBERTO,33.1,-77,25,128,DS,No,2012
ALBERTO,33.2,-84.9,20,0,TS,No,1994
ALBERTO,33.2,-46.5,55,1594,TS,No,2000
ALBERTO,33.3,-84.8,20,0,TS,No,1994
ALBERTO,33.3,-84.5,15,0,TS,No,1994
ALBERTO,33.3,-58.5,85,1279,TS,No,2000
ALBERTO,33.4,-84.4,15,0,TS,Yes,1994
ALBERTO,33.4,-73.4,30,314,DS,No,2012
ALBERTO,33.4,-43.5,45,1681,TS,No,2000
ALBERTO,33.5,-84.6,20,0,TS,No,1994
ALBERTO,33.6,-47.1,55,1535,TS,No,2000
ALBERTO,33.9,-42.4,40,1679,TS,No,2000
ALBERTO,34,-75.2,20,142,TS,No,1988
ALBERTO,34.1,-71.9,25,378,DS,No,2012
ALBERTO,34.2,-47.6,60,1457,TS,No,2000
ALBERTO,34.3,-80.7,35,0,ET,Yes,2006
ALBERTO,34.3,-58,90,1201,TS,No,2000
ALBERTO,34.6,-41.3,40,1665,TS,No,2000
ALBERTO,34.7,-48,65,1393,TS,No,2000
ALBERTO,34.9,-70.1,25,498,DS,No,2012
ALBERTO,34.9,-48.1,75,1369,TS,No,2000
ALBERTO,35.1,-56.7,100,1183,TS,No,2000
ALBERTO,35.2,-74.6,25,105,TS,No,1988
ALBERTO,35.3,-48.2,80,1324,TS,No,2000
ALBERTO,35.4,-40.2,40,1649,TS,No,2000
ALBERTO,35.5,-77.5,35,0,ET,Yes,2006
ALBERTO,35.5,-67.9,25,685,DS,No,2012
ALBERTO,35.6,-48.2,85,1292,TS,No,2000
ALBERTO,35.9,-66,25,732,DS,No,2012
ALBERTO,35.9,-55.3,110,1143,TS,No,2000
ALBERTO,36,-48.2,90,1249,TS,No,2000
ALBERTO,36.1,-39.4,40,1633,TS,No,2000
ALBERTO,36.4,-48.1,90,1210,TS,No,2000
ALBERTO,36.6,-38.9,40,1620,TS,No,2000
ALBERTO,36.7,-48,90,1181,TS,No,2000
ALBERTO,36.8,-53.8,110,1090,TS,No,2000
ALBERTO,37,-73.5,25,197,TS,No,1988
ALBERTO,37,-73,45,234,ET,No,2006
ALBERTO,37.1,-47.9,85,1143,TS,No,2000
ALBERTO,37.3,-38.5,45,1588,TS,No,2000
ALBERTO,37.4,-52,105,1028,TS,No,2000
ALBERTO,37.4,-47.7,85,1118,TS,No,2000
ALBERTO,37.9,-47.5,85,1073,TS,No,2000
ALBERTO,38,-50.3,95,985,TS,No,2000
ALBERTO,38.3,-47.3,80,1040,TS,No,2000
ALBERTO,38.3,-38.5,45,1510,TS,No,2000
ALBERTO,38.4,-48.3,85,995,TS,No,2000
ALBERTO,38.7,-72.4,25,186,TS,No,1988
ALBERTO,38.8,-69.9,45,308,ET,No,2006
ALBERTO,38.8,-46.3,75,1032,TS,No,2000
ALBERTO,38.9,-47.2,80,984,TS,No,2000
ALBERTO,38.9,-38.5,45,1465,TS,No,2000
ALBERTO,39,-44.2,65,1116,TS,No,2000
ALBERTO,39.1,-42.2,60,1220,TS,No,2000
ALBERTO,39.1,-40.6,55,1317,TS,No,2000
ALBERTO,39.1,-39.3,50,1399,TS,No,2000
ALBERTO,40,-70.8,30,166,TS,No,1988
ALBERTO,40,-46.7,80,901,TS,No,2000
ALBERTO,40.9,-66.8,50,280,ET,No,2006
ALBERTO,41.2,-45.9,75,835,TS,No,2000
ALBERTO,41.5,-69,35,85,TS,No,1988
ALBERTO,42.6,-64.2,55,133,ET,No,2006
ALBERTO,42.6,-45.4,75,758,TS,No,2000
ALBERTO,43,-67.5,35,137,TS,No,1988
ALBERTO,44,-62,55,97,ET,No,2006
ALBERTO,44,-44,70,765,TS,No,2000
ALBERTO,45,-65.5,35,19,TS,No,1988
ALBERTO,46,-58.5,50,102,ET,No,2006
ALBERTO,46.1,-42.1,65,810,TS,No,2000
ALBERTO,47,-63,35,67,TS,Yes,1988
ALBERTO,47.4,-55,45,0,ET,No,2006
ALBERTO,48.3,-39.5,65,975,TS,No,2000
ALBERTO,49,-60,30,79,ET,No,1988
ALBERTO,49.3,-51.5,40,139,ET,No,2006
ALBERTO,50.7,-36.8,55,1112,TS,No,2000
ALBERTO,50.8,-45.2,40,612,ET,No,2006
ALBERTO,51,-56,25,0,ET,No,1988
ALBERTO,51.5,-39,40,985,ET,No,2006
ALBERTO,53,-34.5,40,943,ET,No,2006
ALBERTO,53.2,-35.4,45,894,ET,No,2000
ALBERTO,54,-29,35,1080,ET,No,2006
ALBERTO,54.5,-23,30,830,ET,No,2006
ALBERTO,54.5,-16,30,381,ET,No,2006
ALBERTO,54.5,-12,30,126,ET,No,2006
ALBERTO,55,-9,30,33,ET,No,2006
ALBERTO,56.5,-5.5,30,6,ET,No,2006
ALBERTO,57,-34,45,626,ET,No,2000
ALBERTO,57,-3,30,0,ET,No,2006
ALBERTO,59.5,-30.3,40,619,ET,No,2000
ALBERTO,62,-25.5,35,243,ET,No,2000
ALBERTO,65.5,-23,35,4,ET,No,2000
ALBERTO,68,-20,30,202,ET,No,2000
ALBERTO,69,-12.5,30,316,ET,No,2000
ALBERTO,70.7,-4.9,30,605,ET,No,2000
ALEX,11.3,-25.4,25,937,TS,No,1998
ALEX,11.7,-27.2,25,1102,TS,No,1998
ALEX,12.2,-29.2,25,1296,TS,No,1998
ALEX,12.6,-31.3,25,1510,TS,No,1998
ALEX,12.9,-33.3,30,1718,TS,No,1998
ALEX,13.1,-35.1,30,1866,TS,No,1998
ALEX,13.3,-36.8,35,1845,TS,No,1998
ALEX,13.5,-38.5,35,1742,TS,No,1998
ALEX,13.7,-40,35,1627,TS,No,1998
ALEX,13.9,-41.3,35,1536,TS,No,1998
ALEX,14.2,-42.6,35,1463,TS,No,1998
ALEX,14.4,-43.9,40,1392,TS,No,1998
ALEX,14.7,-45,40,1350,TS,No,1998
ALEX,15.1,-46.1,45,1317,TS,No,1998
ALEX,15.4,-47.1,45,1291,TS,No,1998
ALEX,15.6,-48.1,45,1262,TS,No,1998
ALEX,15.7,-49.2,45,1225,TS,No,1998
ALEX,15.8,-50.4,40,1183,TS,No,1998
ALEX,15.9,-82,25,155,DS,No,2010
ALEX,15.9,-51.7,35,1152,TS,No,1998
ALEX,16,-82.1,25,154,DS,No,2010
ALEX,16.1,-82.3,25,147,DS,No,2010
ALEX,16.2,-82.5,30,139,DS,No,2010
ALEX,16.3,-53.1,35,1059,TS,No,1998
ALEX,16.4,-83.1,30,127,TS,No,2010
ALEX,16.6,-83.9,30,99,TS,No,2010
ALEX,16.7,-84.9,40,89,TS,No,2010
ALEX,16.9,-86.1,40,113,TS,No,2010
ALEX,16.9,-54.3,40,1002,TS,No,1998
ALEX,17.2,-87.2,55,108,TS,No,2010
ALEX,17.5,-88.2,55,0,TS,Yes,2010
ALEX,17.7,-55.4,40,989,TS,No,1998
ALEX,18,-89.1,55,0,TS,Yes,2010
ALEX,18.4,-56.5,35,960,TS,No,1998
ALEX,18.5,-90,45,0,TS,No,2010
ALEX,18.9,-90.7,35,0,TS,No,2010
ALEX,19,-57.7,35,834,TS,No,1998
ALEX,19.2,-91.1,40,10,TS,No,2010
ALEX,19.5,-91.4,40,53,TS,No,2010
ALEX,19.9,-58.6,35,754,TS,No,1998
ALEX,20,-91.6,50,99,TS,No,2010
ALEX,20.3,-91.7,50,124,TS,No,2010
ALEX,20.7,-91.7,55,126,TS,No,2010
ALEX,21,-59.3,30,720,TS,No,1998
ALEX,21.5,-91.9,55,171,TS,No,2010
ALEX,22.4,-92.7,60,287,TS,No,2010
ALEX,22.9,-93.6,60,395,TS,No,2010
ALEX,23,-94.4,65,336,TS,No,2010
ALEX,23.1,-100.7,40,0,TS,No,2010
ALEX,23.1,-94.8,70,306,TS,No,2010
ALEX,23.2,-101.9,30,0,TS,No,2010
ALEX,23.5,-99.5,60,0,TS,No,2010
ALEX,23.5,-95.2,75,264,TS,No,2010
ALEX,24.1,-98.4,75,0,TS,No,2010
ALEX,24.3,-97.3,90,46,TS,No,2010
ALEX,24.3,-96.2,80,152,TS,No,2010
ALEX,30.3,-78.3,25,284,TS,No,2004
ALEX,31,-78.8,25,211,TS,No,2004
ALEX,31.3,-79,50,172,TS,No,2004
ALEX,31.4,-79.4,40,145,TS,No,2004
ALEX,31.5,-79.3,35,139,TS,No,2004
ALEX,31.5,-79,25,154,TS,No,2004
ALEX,31.6,-79.2,35,134,TS,No,2004
ALEX,31.6,-79.1,30,140,TS,No,2004
ALEX,31.8,-78.7,50,149,TS,No,2004
ALEX,32.4,-78.2,60,129,TS,No,2004
ALEX,33,-77.4,70,114,TS,No,2004
ALEX,34.2,-76.4,85,56,TS,No,2004
ALEX,35.3,-75.2,85,56,TS,No,2004
ALEX,36,-73.7,80,163,TS,No,2004
ALEX,36.8,-72.1,80,312,TS,No,2004
ALEX,37.3,-70.2,85,432,TS,No,2004
ALEX,37.8,-68.3,95,457,TS,No,2004
ALEX,38.5,-66,105,491,TS,No,2004
ALEX,39.5,-63.1,105,480,TS,No,2004
ALEX,40.8,-59.6,100,502,TS,No,2004
ALEX,42.7,-55,90,447,TS,No,2004
ALEX,44.5,-49.3,75,381,TS,No,2004
ALEX,46.1,-44.2,65,655,TS,No,2004
ALEX,47,-37.5,50,1134,TS,No,2004
ALEX,47.4,-32.7,30,1485,ET,No,2004
ALLISON,17.4,-84.3,30,173,TS,No,1995
ALLISON,18.3,-84.9,30,268,TS,No,1995
ALLISON,19.3,-85.7,35,179,TS,No,1995
ALLISON,20.6,-85.8,40,108,TS,No,1995
ALLISON,22,-86,50,103,TS,No,1995
ALLISON,23.3,-86.3,60,205,TS,No,1995
ALLISON,24.7,-86.2,65,316,TS,No,1995
ALLISON,26.2,-86.2,65,377,TS,No,1995
ALLISON,27,-96,30,139,TS,No,1989
ALLISON,27.2,-96,30,132,TS,No,1989
ALLISON,27.4,-95.9,30,121,TS,No,1989
ALLISON,27.5,-95,40,157,TS,No,2001
ALLISON,27.6,-95.8,30,106,TS,No,1989
ALLISON,27.6,-86.1,65,244,TS,No,1995
ALLISON,27.8,-95.8,35,87,TS,No,1989
ALLISON,28.1,-95.8,35,59,TS,No,1989
ALLISON,28.5,-95.3,50,45,TS,No,2001
ALLISON,28.5,-85.6,60,135,TS,No,1995
ALLISON,28.6,-95.7,40,22,TS,No,1989
ALLISON,28.6,-95.2,20,38,SS,No,2001
ALLISON,28.6,-94.7,25,66,SS,No,2001
ALLISON,28.7,-94.3,25,88,SS,No,2001
ALLISON,28.8,-93.5,30,104,SS,No,2001
ALLISON,28.9,-95.6,20,0,TS,No,2001
ALLISON,29.1,-95.7,45,0,TS,No,1989
ALLISON,29.1,-92.3,30,44,SS,No,2001
ALLISON,29.3,-95.8,20,0,TS,No,2001
ALLISON,29.3,-95.3,45,0,TS,No,2001
ALLISON,29.6,-95.8,20,0,TS,No,2001
ALLISON,29.6,-95.3,20,0,ET,No,1989
ALLISON,29.6,-84.7,60,22,TS,No,1995
ALLISON,29.7,-95.7,20,0,ET,No,1989
ALLISON,29.7,-95.7,45,0,TS,No,1989
ALLISON,29.8,-95.2,25,0,ET,No,1989
ALLISON,29.9,-95.9,20,0,TS,No,2001
ALLISON,30,-90.5,35,0,SS,Yes,2001
ALLISON,30.1,-95.2,30,0,TS,No,2001
ALLISON,30.1,-95,25,0,ET,No,1989
ALLISON,30.2,-96.1,20,0,TS,No,2001
ALLISON,30.2,-95.3,35,0,TS,No,1989
ALLISON,30.3,-94.6,25,0,ET,No,1989
ALLISON,30.4,-96.2,20,0,TS,No,2001
ALLISON,30.4,-95.7,20,0,ET,No,1989
ALLISON,30.5,-94.2,25,0,ET,No,1989
ALLISON,30.6,-94.9,30,0,TS,No,1989
ALLISON,30.6,-93.8,25,0,ET,No,1989
ALLISON,30.7,-96.1,20,0,TS,No,2001
ALLISON,30.7,-89.4,40,0,SS,No,2001
ALLISON,30.7,-83.8,45,0,TS,No,1995
ALLISON,30.9,-95.6,15,0,TS,No,2001
ALLISON,30.9,-94.6,30,0,TS,No,1989
ALLISON,31,-95.2,20,0,TS,No,2001
ALLISON,31,-93.7,30,0,ET,No,1989
ALLISON,31,-88.4,35,0,SS,Yes,2001
ALLISON,31.1,-95.5,20,0,ET,No,1989
ALLISON,31.1,-95,15,0,TS,No,2001
ALLISON,31.1,-94.2,30,0,ET,No,1989
ALLISON,31.1,-93.9,30,0,ET,No,1989
ALLISON,31.3,-87.4,25,0,SS,Yes,2001
ALLISON,31.4,-94.9,20,0,TS,No,2001
ALLISON,31.5,-95,20,0,TS,No,2001
ALLISON,31.6,-95,20,0,TS,No,2001
ALLISON,31.8,-95.1,20,0,ET,No,1989
ALLISON,31.8,-94.9,20,0,TS,No,2001
ALLISON,31.8,-86.1,20,0,SS,No,2001
ALLISON,31.8,-82.8,30,0,TS,Yes,1995
ALLISON,32.3,-94.5,20,0,ET,Yes,1989
ALLISON,32.4,-84.7,20,0,SS,No,2001
ALLISON,32.7,-81.5,35,0,ET,No,1995
ALLISON,32.8,-93.8,20,0,ET,Yes,1989
ALLISON,32.8,-83.6,20,0,SS,Yes,2001
ALLISON,33.1,-82.6,20,0,SS,Yes,2001
ALLISON,33.4,-81.6,25,0,SS,Yes,2001
ALLISON,33.6,-80,35,0,ET,Yes,1995
ALLISON,33.7,-80.7,25,0,SS,Yes,2001
ALLISON,34,-79.6,25,0,SS,No,2001
ALLISON,34.3,-78.5,25,0,SS,Yes,2001
ALLISON,34.5,-78.1,40,0,ET,Yes,1995
ALLISON,34.6,-77.9,25,0,SS,Yes,2001
ALLISON,34.6,-77.6,25,0,SS,Yes,2001
ALLISON,34.6,-77.2,25,9,SS,Yes,2001
ALLISON,34.7,-77.7,25,0,SS,Yes,2001
ALLISON,34.9,-77,25,0,SS,Yes,2001
ALLISON,35.5,-76.9,25,0,SS,Yes,2001
ALLISON,35.6,-75.9,40,0,ET,No,1995
ALLISON,35.9,-76.8,25,0,SS,No,2001
ALLISON,36.3,-76.6,25,0,SS,No,2001
ALLISON,36.6,-76.2,25,0,SS,No,2001
ALLISON,36.8,-75.9,25,8,SS,No,2001
ALLISON,37.1,-73.6,45,184,ET,No,1995
ALLISON,37.2,-75.5,25,34,SS,No,2001
ALLISON,37.8,-75.4,25,8,SS,No,2001
ALLISON,38.5,-71,45,290,ET,No,1995
ALLISON,38.6,-74.5,30,48,SS,No,2001
ALLISON,39.3,-73.4,40,80,SS,No,2001
ALLISON,39.8,-69.2,45,221,ET,No,1995
ALLISON,40,-72.1,35,98,SS,No,2001
ALLISON,40.6,-70.8,30,100,ET,No,2001
ALLISON,41,-67.7,50,206,ET,No,1995
ALLISON,41.3,-69.4,30,66,ET,No,2001
ALLISON,42,-67.4,30,215,ET,No,2001
ALLISON,42.4,-66,50,124,ET,No,1995
ALLISON,42.7,-64.6,25,105,ET,No,2001
ALLISON,43.5,-61,20,181,ET,No,2001
ALLISON,43.8,-63.7,50,67,ET,No,1995
ALLISON,45.2,-61.2,45,0,ET,No,1995
ALLISON,46.5,-58.5,40,104,ET,No,1995
ALLISON,48.1,-55.9,40,0,ET,No,1995
ALLISON,50,-53,40,85,ET,No,1995
ALLISON,53,-52,40,250,ET,No,1995
ALLISON,57,-52,40,423,ET,No,1995
ALLISON,60,-52,40,216,ET,No,1995
ALLISON,62,-53,40,149,ET,No,1995
ALLISON,64,-55,35,146,ET,No,1995
ALLISON,65,-56,35,150,ET,No,1995
ALPHA,15.8,-67.5,30,237,TS,No,2005
ALPHA,16.5,-68.5,35,190,TS,No,2005
ALPHA,17.3,-69.6,45,119,TS,No,2005
ALPHA,17.8,-70.5,45,44,TS,No,2005
ALPHA,18.6,-72.2,35,0,TS,No,2005
ALPHA,19.8,-72.7,30,0,TS,No,2005
ALPHA,21.6,-72.9,30,45,TS,No,2005
ALPHA,23.5,-73,30,257,TS,No,2005
ALPHA,25.1,-72.4,30,440,TS,No,2005
ALPHA,27.9,-70.8,30,780,TS,No,2005
ANA,14,-37.2,25,1890,DS,No,2009
ANA,14,-36.3,30,1932,DS,No,2009
ANA,14.1,-38.2,25,1808,DS,No,2009
ANA,14.1,-35.3,30,1918,TS,No,2009
ANA,14.3,-39.3,25,1728,DS,No,2009
ANA,14.3,-34.4,35,1820,TS,No,2009
ANA,14.3,-24,25,701,DS,No,2009
ANA,14.4,-50.7,35,1026,TS,No,2009
ANA,14.4,-49.2,35,1092,TS,No,2009
ANA,14.4,-47.6,35,1166,TS,No,2009
ANA,14.4,-46.1,35,1252,TS,No,2009
ANA,14.4,-33.3,35,1701,TS,No,2009
ANA,14.4,-27.9,25,1120,TS,No,2009
ANA,14.4,-26.8,25,1001,DS,No,2009
ANA,14.4,-25.8,25,894,DS,No,2009
ANA,14.4,-24.9,25,797,DS,No,2009
ANA,14.5,-52.6,35,979,TS,No,2009
ANA,14.5,-44.7,30,1352,TS,No,2009
ANA,14.5,-40.5,25,1645,DS,No,2009
ANA,14.5,-32.1,30,1571,TS,No,2009
ANA,14.5,-29,25,1238,TS,No,2009
ANA,14.6,-54.8,30,802,TS,No,2009
ANA,14.6,-43.2,25,1455,DS,No,2009
ANA,14.6,-41.8,25,1554,DS,No,2009
ANA,14.6,-31,30,1452,TS,No,2009
ANA,14.6,-30,25,1345,TS,No,2009
ANA,25.9,-80,20,9,DS,No,1991
ANA,25.9,-79,20,109,DS,No,1991
ANA,25.9,-78,20,89,DS,Yes,1991
ANA,26,-80.9,20,0,DS,Yes,1991
ANA,26.2,-81.8,20,0,DS,Yes,1991
ANA,26.7,-82.4,20,14,DS,Yes,1991
ANA,26.8,-79.2,25,79,DS,No,2015
ANA,27.3,-82.7,20,9,DS,No,1991
ANA,28,-82.7,20,0,DS,No,1991
ANA,28.2,-78.5,25,198,DS,No,2015
ANA,28.7,-82.5,20,0,DS,No,1991
ANA,29.1,-66.2,30,1116,ET,No,2003
ANA,29.3,-82.2,20,0,DS,Yes,1991
ANA,29.4,-63.1,50,1255,TS,No,2003
ANA,29.4,-61.5,50,1297,TS,No,2003
ANA,29.5,-60.1,50,1359,TS,No,2003
ANA,29.6,-58.5,45,1443,TS,No,2003
ANA,29.7,-77.8,25,294,DS,No,2015
ANA,29.7,-56.6,45,1556,TS,No,2003
ANA,29.9,-81.6,20,0,DS,Yes,1991
ANA,29.9,-66,30,1102,ET,No,2003
ANA,30,-64.8,50,1187,TS,No,2003
ANA,30,-54.7,40,1701,TS,No,2003
ANA,30.4,-81,20,47,DS,Yes,1991
ANA,30.6,-77.5,40,322,DS,No,2015
ANA,30.6,-65.8,50,1070,TS,No,2003
ANA,30.6,-53,40,1771,TS,No,2003
ANA,30.7,-77.8,35,296,DS,No,2015
ANA,30.8,-77.5,30,303,DS,No,2015
ANA,30.8,-65.8,30,1057,ET,No,2003
ANA,30.9,-80.3,20,104,DS,No,1991
ANA,31.2,-77.5,40,268,DS,No,2015
ANA,31.3,-79.7,25,131,TS,No,1991
ANA,31.4,-77.6,40,245,SS,No,2015
ANA,31.4,-73.8,40,445,TS,No,1997
ANA,31.4,-72.9,40,497,TS,No,1997
ANA,31.4,-66.4,50,973,TS,No,2003
ANA,31.4,-51.5,40,1698,TS,No,2003
ANA,31.5,-79,25,154,TS,No,1991
ANA,31.5,-77.6,40,237,SS,No,2015
ANA,31.5,-77.5,40,244,SS,No,2015
ANA,31.5,-46.6,35,1772,ET,No,2003
ANA,31.5,-45.4,35,1807,ET,No,2003
ANA,31.6,-77.4,45,244,SS,No,2015
ANA,31.6,-44.2,35,1837,ET,No,2003
ANA,31.7,-74.6,40,378,TS,No,1997
ANA,31.7,-72,35,535,TS,No,1997
ANA,31.7,-67.3,45,883,SS,No,2003
ANA,31.7,-43.1,30,1868,ET,No,2003
ANA,31.8,-75.4,35,337,TS,No,1997
ANA,31.8,-47.8,35,1710,ET,No,2003
ANA,31.8,-42.1,30,1899,ET,No,2003
ANA,31.9,-77.3,50,229,SS,No,2015
ANA,31.9,-76,30,290,TS,No,1997
ANA,31.9,-66.3,30,952,ET,No,2003
ANA,31.9,-50.6,35,1651,TS,No,2003
ANA,31.9,-40.8,30,1946,ET,No,2003
ANA,32,-77.2,30,224,TS,No,1997
ANA,32,-76.6,30,248,TS,No,1997
ANA,32,-68.2,45,794,SS,No,2003
ANA,32,-48.7,35,1669,ET,No,2003
ANA,32.1,-71.2,35,565,TS,No,1997
ANA,32.1,-49.6,35,1642,TS,No,2003
ANA,32.2,-77.5,50,194,TS,No,2015
ANA,32.3,-38.4,35,2027,ET,No,2003
ANA,32.5,-77.8,50,152,TS,No,2015
ANA,32.5,-77.4,25,165,TS,No,1991
ANA,32.7,-78,45,124,TS,No,2015
ANA,32.7,-70.5,35,574,TS,No,1997
ANA,32.7,-68.9,40,696,SS,No,2003
ANA,32.9,-35.6,35,1865,ET,No,2003
ANA,33,-66.9,30,846,ET,No,2003
ANA,33.1,-78.3,45,84,TS,No,2015
ANA,33.5,-78.6,40,35,TS,No,2015
ANA,33.5,-69.8,35,579,TS,No,1997
ANA,33.6,-69,40,641,ET,No,2003
ANA,33.6,-32.8,40,1631,ET,No,2003
ANA,33.8,-67.6,35,753,ET,No,2003
ANA,33.9,-78.8,35,0,TS,Yes,2015
ANA,33.9,-75.4,30,134,TS,No,1991
ANA,34.3,-78.7,30,0,TS,Yes,2015
ANA,34.3,-69.1,35,604,ET,No,2003
ANA,34.4,-69.2,35,592,TS,No,1997
ANA,34.4,-29.2,40,1356,ET,No,2003
ANA,34.5,-68.6,35,642,ET,No,2003
ANA,34.7,-78.5,30,0,TS,Yes,2015
ANA,35.2,-73.4,30,201,TS,No,1991
ANA,35.2,-68.4,35,644,TS,No,1997
ANA,35.3,-25.8,40,1152,ET,No,2003
ANA,35.5,-78,30,0,TS,Yes,2015
ANA,36.1,-67.5,30,659,TS,No,1997
ANA,36.1,-22.4,40,1016,ET,No,2003
ANA,36.2,-77.3,30,0,TS,No,2015
ANA,36.2,-70.7,40,433,TS,No,1991
ANA,36.9,-66.2,25,625,TS,No,1997
ANA,37,-76.3,30,0,TS,No,2015
ANA,37,-50.7,35,1087,TS,No,1991
ANA,37.1,-67.8,45,545,TS,No,1991
ANA,37.5,-54.2,40,1013,TS,No,1991
ANA,37.6,-64.7,45,642,TS,No,1991
ANA,37.7,-64.5,25,646,ET,No,1997
ANA,37.9,-61.1,45,715,TS,No,1991
ANA,38,-57.5,45,854,TS,No,1991
ANA,38.1,-75.1,30,14,DS,No,2015
ANA,38.4,-62.4,25,617,ET,No,1997
ANA,39.3,-73.1,25,104,DS,No,2015
